volume,close,high,newProduct,newCLevel,scandal,naturalDisaster,newComp,effect
61662,25,27,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
58067,52,59,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
90660,100,107,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
83593,37,42,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
67732,74,82,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
6663,77,80,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
82317,15,21,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
57483,37,43,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
57251,8,16,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
10329,70,76,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
44895,44,48,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
46848,31,34,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
88794,4,14,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
32825,56,66,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
67637,50,57,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
42384,16,18,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
8257,22,28,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
97853,85,90,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
5684,17,18,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
29015,36,39,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
34990,23,27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9583,13,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
67230,44,45,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
14477,75,80,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
64673,80,81,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
75831,35,40,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
63546,27,37,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
39651,90,95,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
60651,39,49,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
48602,32,37,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
91260,72,76,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
40584,17,25,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
67904,45,54,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
5447,52,56,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
70831,42,52,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
65350,2,6,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
47411,17,21,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
14377,12,13,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
52307,1,10,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
69285,64,71,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
34884,62,67,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
47413,50,51,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
77483,46,48,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
23912,55,58,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
25223,26,32,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
63684,46,48,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
33282,5,7,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
6128,15,19,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
58569,68,71,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
15208,11,16,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
58157,3,10,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
26146,81,91,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
33042,62,64,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
22843,55,59,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
6642,95,99,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
90055,54,62,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
52301,61,69,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
88164,79,81,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
62679,27,37,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
34462,49,55,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
95633,98,101,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
9156,67,70,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
21289,36,46,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
22720,14,20,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
34420,20,29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
97238,49,59,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
53203,49,58,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
50117,86,91,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
49455,30,32,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
70421,21,24,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
30177,3,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
81633,84,86,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
31713,34,41,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
41898,17,25,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
61015,97,98,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
78063,10,13,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
86100,12,16,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
36792,44,46,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
36572,17,26,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
50140,20,22,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
93757,24,32,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
49200,7,9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
75597,97,99,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
46447,25,35,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
96006,98,103,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
38439,56,63,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
28341,43,51,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
71692,21,25,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
70672,85,91,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
46275,84,85,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
6984,71,76,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
22199,65,74,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
35760,57,67,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
82644,76,86,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
76002,15,18,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
40201,3,6,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
95817,95,105,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
17515,21,23,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
16057,19,26,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
31285,2,3,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
61419,40,49,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
71127,60,62,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
71551,86,93,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
44728,59,61,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
30192,51,60,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
65832,68,74,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
33401,15,24,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
47679,44,53,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
90169,54,57,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
60688,93,103,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
19021,8,10,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
31558,3,11,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
7472,92,98,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
16816,21,29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
67657,11,15,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
15217,26,31,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
34305,23,25,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
55783,81,89,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
54765,19,29,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
91883,40,44,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
19406,73,80,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
78556,11,20,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
48306,26,33,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
59470,45,50,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
60755,96,100,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
69301,75,83,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
19461,76,85,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
64014,70,78,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
72602,86,94,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
14247,19,21,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
88406,36,39,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
29559,60,66,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
67661,46,54,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
90756,99,104,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
45558,31,40,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
99205,7,11,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
64524,76,86,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
44333,95,101,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
79604,75,77,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
15732,1,9,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
64059,51,57,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
8624,79,82,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
25041,65,71,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
26812,18,20,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
90322,32,39,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
27124,68,73,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
33662,78,82,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
82040,85,91,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
62125,8,12,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
63125,60,62,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
33531,55,61,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
9745,3,10,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
18408,14,17,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
76170,45,47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
92850,23,30,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
97575,39,43,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
14325,55,59,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
26445,54,63,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
66955,47,56,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
92772,80,82,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
66104,51,57,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
40707,70,80,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
66750,24,28,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
38197,16,20,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
38738,12,15,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
68610,49,51,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
37652,56,58,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
43134,87,94,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
18249,44,47,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
20278,2,9,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
5239,92,98,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
52437,42,49,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
80938,30,33,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
73392,29,31,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
55526,65,69,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
11755,51,56,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
56599,15,20,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
26696,39,43,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
7068,8,13,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
40131,65,73,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
9897,5,13,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
94206,10,13,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
85754,47,56,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
88785,12,17,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
62900,28,30,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
42927,51,52,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
75263,29,33,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
55355,28,37,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
90029,82,90,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
15502,49,56,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
40065,56,66,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
31841,72,79,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
56790,98,104,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
45068,22,27,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
14084,63,68,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
72339,47,55,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
73476,56,57,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
47795,97,103,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
45755,44,45,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
40142,13,22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
58214,76,83,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
19185,33,43,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
75137,76,86,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
74269,67,68,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
46612,10,18,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
95991,51,55,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
16694,44,53,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
35170,66,70,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
7362,46,47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
83836,92,96,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
58677,55,59,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
60615,55,59,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
8876,23,32,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
36824,46,47,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
89246,17,22,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
87757,7,17,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
58046,62,71,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
44355,48,53,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
49738,53,57,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
28017,47,54,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
92035,36,37,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
96129,34,35,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
83632,50,52,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
12327,16,26,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
29964,29,32,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
26192,13,14,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
66950,41,47,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
17217,31,34,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
40501,39,49,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
27654,69,79,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
40668,54,60,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
94929,86,88,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
77783,94,103,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
60262,45,46,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
88610,96,100,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
64626,74,80,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
50657,94,99,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
60073,100,105,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
59533,74,80,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
48000,53,61,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
95733,55,59,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
32925,53,54,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
55190,70,72,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
97285,47,55,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
88363,39,42,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
72096,4,11,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
27964,48,56,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
98993,62,72,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
39616,49,55,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
21016,15,16,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
23780,15,23,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
86908,46,49,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
32047,7,14,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
41301,68,70,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
72495,16,26,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
22885,33,42,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
62243,40,43,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
25948,67,70,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
5296,50,59,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
42531,37,41,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
6082,45,46,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
97333,63,64,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
32404,16,26,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
95043,23,28,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
53127,23,29,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
41764,55,62,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
98272,41,44,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
22481,89,93,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
63642,5,8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
38069,29,30,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
58267,56,61,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
33347,73,79,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
76020,8,12,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
98349,63,66,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
98483,98,101,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
27244,24,31,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
68461,40,44,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
23893,32,35,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
56089,5,13,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
62588,24,31,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
68523,38,47,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
28063,83,88,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17686,44,45,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
42476,92,99,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
58644,20,22,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
83199,22,30,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
5901,2,12,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
47175,48,55,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
34850,54,63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
8932,38,47,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
48635,71,81,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
64458,25,28,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
31922,74,76,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
8885,43,46,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
32364,10,17,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
74930,21,27,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
35166,87,96,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
37519,5,7,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
40937,81,87,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
34363,8,14,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
29557,29,33,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
61412,64,69,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
98410,84,92,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
46990,90,95,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
83711,82,86,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
33227,75,77,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
23332,23,26,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
24945,66,69,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
64062,41,47,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
9987,18,26,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
93868,22,26,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
20013,40,48,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
6953,25,31,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
54116,37,45,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
77939,27,31,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
95477,84,89,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
93788,44,48,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
62205,43,53,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
49170,97,104,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
42002,89,95,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
59889,35,43,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
79861,63,71,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
52921,74,81,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
37545,42,51,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
86990,95,100,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
50718,98,104,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
9080,38,47,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
16608,43,48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
72489,55,57,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
49739,9,15,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
6615,52,60,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
